,original_habitat,transition_habitat,functional_habitat,functional_habAge,year
744,primary,albizia_improved,albizia_improved,11,11
745,primary,albizia_improved,albizia_improved,12,12
746,primary,albizia_improved,albizia_improved,1,13
747,primary,albizia_improved,albizia_improved,2,14
748,primary,albizia_improved,albizia_improved,3,15
749,primary,albizia_improved,albizia_improved,4,16
750,primary,albizia_improved,albizia_improved,5,17
751,primary,albizia_improved,albizia_improved,6,18
752,primary,albizia_improved,albizia_improved,7,19
753,primary,albizia_improved,albizia_improved,8,20
754,primary,albizia_improved,albizia_improved,9,21
755,primary,albizia_improved,albizia_improved,10,22
756,primary,albizia_improved,albizia_improved,11,23
757,primary,albizia_improved,albizia_improved,12,24
758,primary,albizia_improved,albizia_improved,1,25
759,primary,albizia_improved,albizia_improved,2,26
760,primary,albizia_improved,albizia_improved,3,27
761,primary,albizia_improved,albizia_improved,4,28
762,primary,albizia_improved,albizia_improved,5,29
763,primary,albizia_improved,albizia_improved,6,30
764,primary,albizia_improved,albizia_improved,7,31
765,primary,albizia_improved,albizia_improved,8,32
766,primary,albizia_improved,albizia_improved,9,33
767,primary,albizia_improved,albizia_improved,10,34
768,primary,albizia_improved,albizia_improved,11,35
769,primary,albizia_improved,albizia_improved,12,36
770,primary,albizia_improved,albizia_improved,1,37
771,primary,albizia_improved,albizia_improved,2,38
772,primary,albizia_improved,albizia_improved,3,39
773,primary,albizia_improved,albizia_improved,4,40
774,primary,albizia_improved,albizia_improved,5,41
775,primary,albizia_improved,albizia_improved,6,42
776,primary,albizia_improved,albizia_improved,7,43
777,primary,albizia_improved,albizia_improved,8,44
778,primary,albizia_improved,albizia_improved,9,45
779,primary,albizia_improved,albizia_improved,10,46
780,primary,albizia_improved,albizia_improved,11,47
781,primary,albizia_improved,albizia_improved,12,48
782,primary,albizia_improved,albizia_improved,1,49
783,primary,albizia_improved,albizia_improved,2,50
784,primary,albizia_improved,albizia_improved,3,51
785,primary,albizia_improved,albizia_improved,4,52
786,primary,albizia_improved,albizia_improved,5,53
787,primary,albizia_improved,albizia_improved,6,54
788,primary,albizia_improved,albizia_improved,7,55
789,primary,albizia_improved,albizia_improved,8,56
790,primary,albizia_improved,albizia_improved,9,57
791,primary,albizia_improved,albizia_improved,10,58
792,primary,albizia_improved,albizia_improved,11,59
793,primary,albizia_improved,albizia_improved,12,60
794,primary,eucalyptus_current,primary,0,0
795,primary,eucalyptus_current,eucalyptus_current,1,1
796,primary,eucalyptus_current,eucalyptus_current,2,2
797,primary,eucalyptus_current,eucalyptus_current,3,3
798,primary,eucalyptus_current,eucalyptus_current,4,4
799,primary,eucalyptus_current,eucalyptus_current,5,5
800,primary,eucalyptus_current,eucalyptus_current,6,6
801,primary,eucalyptus_current,eucalyptus_current,1,7
802,primary,eucalyptus_current,eucalyptus_current,2,8
803,primary,eucalyptus_current,eucalyptus_current,3,9
804,primary,eucalyptus_current,eucalyptus_current,4,10
805,primary,eucalyptus_current,eucalyptus_current,5,11
806,primary,eucalyptus_current,eucalyptus_current,6,12
807,primary,eucalyptus_current,eucalyptus_current,1,13
808,primary,eucalyptus_current,eucalyptus_current,2,14
809,primary,eucalyptus_current,eucalyptus_current,3,15
810,primary,eucalyptus_current,eucalyptus_current,4,16
811,primary,eucalyptus_current,eucalyptus_current,5,17
812,primary,eucalyptus_current,eucalyptus_current,6,18
813,primary,eucalyptus_current,eucalyptus_current,1,19
814,primary,eucalyptus_current,eucalyptus_current,2,20
815,primary,eucalyptus_current,eucalyptus_current,3,21
816,primary,eucalyptus_current,eucalyptus_current,4,22
817,primary,eucalyptus_current,eucalyptus_current,5,23
818,primary,eucalyptus_current,eucalyptus_current,6,24
819,primary,eucalyptus_current,eucalyptus_current,1,25
820,primary,eucalyptus_current,eucalyptus_current,2,26
821,primary,eucalyptus_current,eucalyptus_current,3,27
822,primary,eucalyptus_current,eucalyptus_current,4,28
823,primary,eucalyptus_current,eucalyptus_current,5,29
824,primary,eucalyptus_current,eucalyptus_current,6,30
825,primary,eucalyptus_current,eucalyptus_current,1,31
826,primary,eucalyptus_current,eucalyptus_current,2,32
827,primary,eucalyptus_current,eucalyptus_current,3,33
828,primary,eucalyptus_current,eucalyptus_current,4,34
829,primary,eucalyptus_current,eucalyptus_current,5,35
830,primary,eucalyptus_current,eucalyptus_current,6,36
831,primary,eucalyptus_current,eucalyptus_current,1,37
832,primary,eucalyptus_current,eucalyptus_current,2,38
833,primary,eucalyptus_current,eucalyptus_current,3,39
834,primary,eucalyptus_current,eucalyptus_current,4,40
835,primary,eucalyptus_current,eucalyptus_current,5,41
836,primary,eucalyptus_current,eucalyptus_current,6,42
837,primary,eucalyptus_current,eucalyptus_current,1,43
838,primary,eucalyptus_current,eucalyptus_current,2,44
839,primary,eucalyptus_current,eucalyptus_current,3,45
840,primary,eucalyptus_current,eucalyptus_current,4,46
841,primary,eucalyptus_current,eucalyptus_current,5,47
842,primary,eucalyptus_current,eucalyptus_current,6,48
843,primary,eucalyptus_current,eucalyptus_current,1,49
844,primary,eucalyptus_current,eucalyptus_current,2,50
845,primary,eucalyptus_current,eucalyptus_current,3,51
846,primary,eucalyptus_current,eucalyptus_current,4,52
847,primary,eucalyptus_current,eucalyptus_current,5,53
848,primary,eucalyptus_current,eucalyptus_current,6,54
849,primary,eucalyptus_current,eucalyptus_current,1,55
850,primary,eucalyptus_current,eucalyptus_current,2,56
851,primary,eucalyptus_current,eucalyptus_current,3,57
852,primary,eucalyptus_current,eucalyptus_current,4,58
853,primary,eucalyptus_current,eucalyptus_current,5,59
854,primary,eucalyptus_current,eucalyptus_current,6,60
855,primary,eucalyptus_improved,primary,0,0
856,primary,eucalyptus_improved,eucalyptus_improved,1,1
857,primary,eucalyptus_improved,eucalyptus_improved,2,2
858,primary,eucalyptus_improved,eucalyptus_improved,3,3
859,primary,eucalyptus_improved,eucalyptus_improved,4,4
860,primary,eucalyptus_improved,eucalyptus_improved,5,5
861,primary,eucalyptus_improved,eucalyptus_improved,6,6
862,primary,eucalyptus_improved,eucalyptus_improved,1,7
863,primary,eucalyptus_improved,eucalyptus_improved,2,8
864,primary,eucalyptus_improved,eucalyptus_improved,3,9
865,primary,eucalyptus_improved,eucalyptus_improved,4,10
866,primary,eucalyptus_improved,eucalyptus_improved,5,11
867,primary,eucalyptus_improved,eucalyptus_improved,6,12
868,primary,eucalyptus_improved,eucalyptus_improved,1,13
869,primary,eucalyptus_improved,eucalyptus_improved,2,14
870,primary,eucalyptus_improved,eucalyptus_improved,3,15
871,primary,eucalyptus_improved,eucalyptus_improved,4,16
872,primary,eucalyptus_improved,eucalyptus_improved,5,17
873,primary,eucalyptus_improved,eucalyptus_improved,6,18
874,primary,eucalyptus_improved,eucalyptus_improved,1,19
875,primary,eucalyptus_improved,eucalyptus_improved,2,20
876,primary,eucalyptus_improved,eucalyptus_improved,3,21
877,primary,eucalyptus_improved,eucalyptus_improved,4,22
878,primary,eucalyptus_improved,eucalyptus_improved,5,23
879,primary,eucalyptus_improved,eucalyptus_improved,6,24
880,primary,eucalyptus_improved,eucalyptus_improved,1,25
881,primary,eucalyptus_improved,eucalyptus_improved,2,26
882,primary,eucalyptus_improved,eucalyptus_improved,3,27
883,primary,eucalyptus_improved,eucalyptus_improved,4,28
884,primary,eucalyptus_improved,eucalyptus_improved,5,29
885,primary,eucalyptus_improved,eucalyptus_improved,6,30
886,primary,eucalyptus_improved,eucalyptus_improved,1,31
887,primary,eucalyptus_improved,eucalyptus_improved,2,32
888,primary,eucalyptus_improved,eucalyptus_improved,3,33
889,primary,eucalyptus_improved,eucalyptus_improved,4,34
890,primary,eucalyptus_improved,eucalyptus_improved,5,35
891,primary,eucalyptus_improved,eucalyptus_improved,6,36
892,primary,eucalyptus_improved,eucalyptus_improved,1,37
893,primary,eucalyptus_improved,eucalyptus_improved,2,38
894,primary,eucalyptus_improved,eucalyptus_improved,3,39
895,primary,eucalyptus_improved,eucalyptus_improved,4,40
896,primary,eucalyptus_improved,eucalyptus_improved,5,41
897,primary,eucalyptus_improved,eucalyptus_improved,6,42
898,primary,eucalyptus_improved,eucalyptus_improved,1,43
899,primary,eucalyptus_improved,eucalyptus_improved,2,44
900,primary,eucalyptus_improved,eucalyptus_improved,3,45
901,primary,eucalyptus_improved,eucalyptus_improved,4,46
902,primary,eucalyptus_improved,eucalyptus_improved,5,47
903,primary,eucalyptus_improved,eucalyptus_improved,6,48
904,primary,eucalyptus_improved,eucalyptus_improved,1,49
905,primary,eucalyptus_improved,eucalyptus_improved,2,50
906,primary,eucalyptus_improved,eucalyptus_improved,3,51
907,primary,eucalyptus_improved,eucalyptus_improved,4,52
908,primary,eucalyptus_improved,eucalyptus_improved,5,53
909,primary,eucalyptus_improved,eucalyptus_improved,6,54
910,primary,eucalyptus_improved,eucalyptus_improved,1,55
911,primary,eucalyptus_improved,eucalyptus_improved,2,56
912,primary,eucalyptus_improved,eucalyptus_improved,3,57
913,primary,eucalyptus_improved,eucalyptus_improved,4,58
914,primary,eucalyptus_improved,eucalyptus_improved,5,59
915,primary,eucalyptus_improved,eucalyptus_improved,6,60
916,primary,once-logged,primary,0,0
917,primary,once-logged,once-logged,1,1
918,primary,once-logged,once-logged,2,2
919,primary,once-logged,once-logged,3,3
920,primary,once-logged,once-logged,4,4
921,primary,once-logged,once-logged,5,5
922,primary,once-logged,once-logged,6,6
923,primary,once-logged,once-logged,7,7
924,primary,once-logged,once-logged,8,8
925,primary,once-logged,once-logged,9,9
926,primary,once-logged,once-logged,10,10
927,primary,once-logged,once-logged,11,11
928,primary,once-logged,once-logged,12,12
929,primary,once-logged,once-logged,13,13
930,primary,once-logged,once-logged,14,14
931,primary,once-logged,once-logged,15,15
932,primary,once-logged,once-logged,16,16
933,primary,once-logged,once-logged,17,17
934,primary,once-logged,once-logged,18,18
935,primary,once-logged,once-logged,19,19
936,primary,once-logged,once-logged,20,20
937,primary,once-logged,once-logged,21,21
938,primary,once-logged,once-logged,22,22
939,primary,once-logged,once-logged,23,23
940,primary,once-logged,once-logged,24,24
941,primary,once-logged,once-logged,25,25
942,primary,once-logged,once-logged,26,26
943,primary,once-logged,once-logged,27,27
944,primary,once-logged,once-logged,28,28
945,primary,once-logged,once-logged,29,29
946,primary,once-logged,once-logged,30,30
947,primary,once-logged,once-logged,31,31
948,primary,once-logged,once-logged,32,32
949,primary,once-logged,once-logged,33,33
950,primary,once-logged,once-logged,34,34
951,primary,once-logged,once-logged,35,35
952,primary,once-logged,once-logged,36,36
953,primary,once-logged,once-logged,37,37
954,primary,once-logged,once-logged,38,38
955,primary,once-logged,once-logged,39,39
956,primary,once-logged,once-logged,40,40
957,primary,once-logged,once-logged,41,41
958,primary,once-logged,once-logged,42,42
959,primary,once-logged,once-logged,43,43
960,primary,once-logged,once-logged,44,44
961,primary,once-logged,once-logged,45,45
962,primary,once-logged,once-logged,46,46
963,primary,once-logged,once-logged,47,47
964,primary,once-logged,once-logged,48,48
965,primary,once-logged,once-logged,49,49
966,primary,once-logged,once-logged,50,50
967,primary,once-logged,once-logged,51,51
968,primary,once-logged,once-logged,52,52
969,primary,once-logged,once-logged,53,53
970,primary,once-logged,once-logged,54,54
971,primary,once-logged,once-logged,55,55
972,primary,once-logged,once-logged,56,56
973,primary,once-logged,once-logged,57,57
974,primary,once-logged,once-logged,58,58
975,primary,once-logged,once-logged,59,59
976,primary,once-logged,once-logged,60,60
977,primary,primary,primary,0,0
978,primary,primary,primary,1,1
979,primary,primary,primary,2,2
980,primary,primary,primary,3,3
981,primary,primary,primary,4,4
982,primary,primary,primary,5,5
983,primary,primary,primary,6,6
984,primary,primary,primary,7,7
985,primary,primary,primary,8,8
986,primary,primary,primary,9,9
987,primary,primary,primary,10,10
988,primary,primary,primary,11,11
989,primary,primary,primary,12,12
990,primary,primary,primary,13,13
991,primary,primary,primary,14,14
992,primary,primary,primary,15,15
993,primary,primary,primary,16,16
994,primary,primary,primary,17,17
995,primary,primary,primary,18,18
996,primary,primary,primary,19,19
997,primary,primary,primary,20,20
998,primary,primary,primary,21,21
999,primary,primary,primary,22,22
1000,primary,primary,primary,23,23
1001,primary,primary,primary,24,24
1002,primary,primary,primary,25,25
1003,primary,primary,primary,26,26
1004,primary,primary,primary,27,27
1005,primary,primary,primary,28,28
1006,primary,primary,primary,29,29
1007,primary,primary,primary,30,30
1008,primary,primary,primary,31,31
1009,primary,primary,primary,32,32
1010,primary,primary,primary,33,33
1011,primary,primary,primary,34,34
1012,primary,primary,primary,35,35
1013,primary,primary,primary,36,36
1014,primary,primary,primary,37,37
1015,primary,primary,primary,38,38
1016,primary,primary,primary,39,39
1017,primary,primary,primary,40,40
1018,primary,primary,primary,41,41
1019,primary,primary,primary,42,42
1020,primary,primary,primary,43,43
1021,primary,primary,primary,44,44
1022,primary,primary,primary,45,45
1023,primary,primary,primary,46,46
1024,primary,primary,primary,47,47
1025,primary,primary,primary,48,48
1026,primary,primary,primary,49,49
1027,primary,primary,primary,50,50
1028,primary,primary,primary,51,51
1029,primary,primary,primary,52,52
1030,primary,primary,primary,53,53
1031,primary,primary,primary,54,54
1032,primary,primary,primary,55,55
1033,primary,primary,primary,56,56
1034,primary,primary,primary,57,57
1035,primary,primary,primary,58,58
1036,primary,primary,primary,59,59
1037,primary,primary,primary,60,60
1038,primary,albizia_current,primary,0,0
1039,primary,albizia_current,albizia_current,1,1
1040,primary,albizia_current,albizia_current,2,2
1041,primary,albizia_current,albizia_current,3,3
1042,primary,albizia_current,albizia_current,4,4
1043,primary,albizia_current,albizia_current,5,5
1044,primary,albizia_current,albizia_current,6,6
1045,primary,albizia_current,albizia_current,7,7
1046,primary,albizia_current,albizia_current,8,8
1047,primary,albizia_current,albizia_current,9,9
1048,primary,albizia_current,albizia_current,10,10
1049,primary,albizia_current,albizia_current,11,11
1050,primary,albizia_current,albizia_current,12,12
1051,primary,albizia_current,albizia_current,1,13
1052,primary,albizia_current,albizia_current,2,14
1053,primary,albizia_current,albizia_current,3,15
1054,primary,albizia_current,albizia_current,4,16
1055,primary,albizia_current,albizia_current,5,17
1056,primary,albizia_current,albizia_current,6,18
1057,primary,albizia_current,albizia_current,7,19
1058,primary,albizia_current,albizia_current,8,20
1059,primary,albizia_current,albizia_current,9,21
1060,primary,albizia_current,albizia_current,10,22
1061,primary,albizia_current,albizia_current,11,23
1062,primary,albizia_current,albizia_current,12,24
1063,primary,albizia_current,albizia_current,1,25
1064,primary,albizia_current,albizia_current,2,26
1065,primary,albizia_current,albizia_current,3,27
1066,primary,albizia_current,albizia_current,4,28
1067,primary,albizia_current,albizia_current,5,29
1068,primary,albizia_current,albizia_current,6,30
1069,primary,albizia_current,albizia_current,7,31
1070,primary,albizia_current,albizia_current,8,32
1071,primary,albizia_current,albizia_current,9,33
1072,primary,albizia_current,albizia_current,10,34
1073,primary,albizia_current,albizia_current,11,35
1074,primary,albizia_current,albizia_current,12,36
1075,primary,albizia_current,albizia_current,1,37
1076,primary,albizia_current,albizia_current,2,38
1077,primary,albizia_current,albizia_current,3,39
1078,primary,albizia_current,albizia_current,4,40
1079,primary,albizia_current,albizia_current,5,41
1080,primary,albizia_current,albizia_current,6,42
1081,primary,albizia_current,albizia_current,7,43
1082,primary,albizia_current,albizia_current,8,44
1083,primary,albizia_current,albizia_current,9,45
1084,primary,albizia_current,albizia_current,10,46
1085,primary,albizia_current,albizia_current,11,47
1086,primary,albizia_current,albizia_current,12,48
1087,primary,albizia_current,albizia_current,1,49
1088,primary,albizia_current,albizia_current,2,50
1089,primary,albizia_current,albizia_current,3,51
1090,primary,albizia_current,albizia_current,4,52
1091,primary,albizia_current,albizia_current,5,53
1092,primary,albizia_current,albizia_current,6,54
1093,primary,albizia_current,albizia_current,7,55
1094,primary,albizia_current,albizia_current,8,56
1095,primary,albizia_current,albizia_current,9,57
1096,primary,albizia_current,albizia_current,10,58
1097,primary,albizia_current,albizia_current,11,59
1098,primary,albizia_current,albizia_current,12,60
1099,primary,restored,primary,0,0
1100,primary,restored,restored,1,1
1101,primary,restored,restored,2,2
1102,primary,restored,restored,3,3
1103,primary,restored,restored,4,4
1104,primary,restored,restored,5,5
1105,primary,restored,restored,6,6
1106,primary,restored,restored,7,7
1107,primary,restored,restored,8,8
1108,primary,restored,restored,9,9
1109,primary,restored,restored,10,10
1110,primary,restored,restored,11,11
1111,primary,restored,restored,12,12
1112,primary,restored,restored,13,13
1113,primary,restored,restored,14,14
1114,primary,restored,restored,15,15
1115,primary,restored,restored,16,16
1116,primary,restored,restored,17,17
1117,primary,restored,restored,18,18
1118,primary,restored,restored,19,19
1119,primary,restored,restored,20,20
1120,primary,restored,restored,21,21
1121,primary,restored,restored,22,22
1122,primary,restored,restored,23,23
1123,primary,restored,restored,24,24
1124,primary,restored,restored,25,25
1125,primary,restored,restored,26,26
1126,primary,restored,restored,27,27
1127,primary,restored,restored,28,28
1128,primary,restored,restored,29,29
1129,primary,restored,restored,30,30
1130,primary,restored,restored,31,31
1131,primary,restored,restored,32,32
1132,primary,restored,restored,33,33
1133,primary,restored,restored,34,34
1134,primary,restored,restored,35,35
1135,primary,restored,restored,36,36
1136,primary,restored,restored,37,37
1137,primary,restored,restored,38,38
1138,primary,restored,restored,39,39
1139,primary,restored,restored,40,40
1140,primary,restored,restored,41,41
1141,primary,restored,restored,42,42
1142,primary,restored,restored,43,43
1143,primary,restored,restored,44,44
1144,primary,restored,restored,45,45
1145,primary,restored,restored,46,46
1146,primary,restored,restored,47,47
1147,primary,restored,restored,48,48
1148,primary,restored,restored,49,49
1149,primary,restored,restored,50,50
1150,primary,restored,restored,51,51
1151,primary,restored,restored,52,52
1152,primary,restored,restored,53,53
1153,primary,restored,restored,54,54
1154,primary,restored,restored,55,55
1155,primary,restored,restored,56,56
1156,primary,restored,restored,57,57
1157,primary,restored,restored,58,58
1158,primary,restored,restored,59,59
1159,primary,restored,restored,60,60
1160,primary,twice-logged,primary,0,0
1161,primary,twice-logged,once-logged,1,1
1162,primary,twice-logged,once-logged,2,2
1163,primary,twice-logged,once-logged,3,3
1164,primary,twice-logged,once-logged,4,4
1165,primary,twice-logged,once-logged,5,5
1166,primary,twice-logged,once-logged,6,6
1167,primary,twice-logged,once-logged,7,7
1168,primary,twice-logged,once-logged,8,8
1169,primary,twice-logged,once-logged,9,9
1170,primary,twice-logged,once-logged,10,10
1171,primary,twice-logged,once-logged,11,11
1172,primary,twice-logged,once-logged,12,12
1173,primary,twice-logged,once-logged,13,13
1174,primary,twice-logged,once-logged,14,14
1175,primary,twice-logged,once-logged,15,15
1176,primary,twice-logged,once-logged,16,16
1177,primary,twice-logged,once-logged,17,17
1178,primary,twice-logged,once-logged,18,18
1179,primary,twice-logged,once-logged,19,19
1180,primary,twice-logged,once-logged,20,20
1181,primary,twice-logged,once-logged,21,21
1182,primary,twice-logged,once-logged,22,22
1183,primary,twice-logged,once-logged,23,23
1184,primary,twice-logged,once-logged,24,24
1185,primary,twice-logged,once-logged,25,25
1186,primary,twice-logged,once-logged,26,26
1187,primary,twice-logged,once-logged,27,27
1188,primary,twice-logged,once-logged,28,28
1189,primary,twice-logged,once-logged,29,29
1190,primary,twice-logged,once-logged,30,30
1191,primary,twice-logged,twice-logged,1,31
1192,primary,twice-logged,twice-logged,2,32
1193,primary,twice-logged,twice-logged,3,33
1194,primary,twice-logged,twice-logged,4,34
1195,primary,twice-logged,twice-logged,5,35
1196,primary,twice-logged,twice-logged,6,36
1197,primary,twice-logged,twice-logged,7,37
1198,primary,twice-logged,twice-logged,8,38
1199,primary,twice-logged,twice-logged,9,39
1200,primary,twice-logged,twice-logged,10,40
1201,primary,twice-logged,twice-logged,11,41
1202,primary,twice-logged,twice-logged,12,42
1203,primary,twice-logged,twice-logged,13,43
1204,primary,twice-logged,twice-logged,14,44
1205,primary,twice-logged,twice-logged,15,45
1206,primary,twice-logged,twice-logged,16,46
1207,primary,twice-logged,twice-logged,17,47
1208,primary,twice-logged,twice-logged,18,48
1209,primary,twice-logged,twice-logged,19,49
1210,primary,twice-logged,twice-logged,20,50
1211,primary,twice-logged,twice-logged,21,51
1212,primary,twice-logged,twice-logged,22,52
1213,primary,twice-logged,twice-logged,23,53
1214,primary,twice-logged,twice-logged,24,54
1215,primary,twice-logged,twice-logged,25,55
1216,primary,twice-logged,twice-logged,26,56
1217,primary,twice-logged,twice-logged,27,57
1218,primary,twice-logged,twice-logged,28,58
1219,primary,twice-logged,twice-logged,29,59
1220,primary,twice-logged,twice-logged,30,60
1221,restored,albizia_current,restored,0,0
1222,restored,albizia_current,albizia_current,1,1
1223,restored,albizia_current,albizia_current,2,2
1224,restored,albizia_current,albizia_current,3,3
1225,restored,albizia_current,albizia_current,4,4
1226,restored,albizia_current,albizia_current,5,5
1227,restored,albizia_current,albizia_current,6,6
1228,restored,albizia_current,albizia_current,7,7
1229,restored,albizia_current,albizia_current,8,8
1230,restored,albizia_current,albizia_current,9,9
1231,restored,albizia_current,albizia_current,10,10
1232,restored,albizia_current,albizia_current,11,11
1233,restored,albizia_current,albizia_current,12,12
1234,restored,albizia_current,albizia_current,1,13
1235,restored,albizia_current,albizia_current,2,14
1236,restored,albizia_current,albizia_current,3,15
1237,restored,albizia_current,albizia_current,4,16
1238,restored,albizia_current,albizia_current,5,17
1239,restored,albizia_current,albizia_current,6,18
1240,restored,albizia_current,albizia_current,7,19
1241,restored,albizia_current,albizia_current,8,20
1242,restored,albizia_current,albizia_current,9,21
1243,restored,albizia_current,albizia_current,10,22
1244,restored,albizia_current,albizia_current,11,23
1245,restored,albizia_current,albizia_current,12,24
1246,restored,albizia_current,albizia_current,1,25
1247,restored,albizia_current,albizia_current,2,26
1248,restored,albizia_current,albizia_current,3,27
1249,restored,albizia_current,albizia_current,4,28
1250,restored,albizia_current,albizia_current,5,29
1251,restored,albizia_current,albizia_current,6,30
1252,restored,albizia_current,albizia_current,7,31
1253,restored,albizia_current,albizia_current,8,32
1254,restored,albizia_current,albizia_current,9,33
1255,restored,albizia_current,albizia_current,10,34
1256,restored,albizia_current,albizia_current,11,35
1257,restored,albizia_current,albizia_current,12,36
1258,restored,albizia_current,albizia_current,1,37
1259,restored,albizia_current,albizia_current,2,38
1260,restored,albizia_current,albizia_current,3,39
1261,restored,albizia_current,albizia_current,4,40
1262,restored,albizia_current,albizia_current,5,41
1263,restored,albizia_current,albizia_current,6,42
1264,restored,albizia_current,albizia_current,7,43
1265,restored,albizia_current,albizia_current,8,44
1266,restored,albizia_current,albizia_current,9,45
1267,restored,albizia_current,albizia_current,10,46
1268,restored,albizia_current,albizia_current,11,47
1269,restored,albizia_current,albizia_current,12,48
1270,restored,albizia_current,albizia_current,1,49
1271,restored,albizia_current,albizia_current,2,50
1272,restored,albizia_current,albizia_current,3,51
1273,restored,albizia_current,albizia_current,4,52
1274,restored,albizia_current,albizia_current,5,53
1275,restored,albizia_current,albizia_current,6,54
1276,restored,albizia_current,albizia_current,7,55
1277,restored,albizia_current,albizia_current,8,56
1278,restored,albizia_current,albizia_current,9,57
1279,restored,albizia_current,albizia_current,10,58
1280,restored,albizia_current,albizia_current,11,59
1281,restored,albizia_current,albizia_current,12,60
1282,restored,albizia_improved,restored,0,0
1283,restored,albizia_improved,albizia_improved,1,1
1284,restored,albizia_improved,albizia_improved,2,2
1285,restored,albizia_improved,albizia_improved,3,3
1286,restored,albizia_improved,albizia_improved,4,4
1287,restored,albizia_improved,albizia_improved,5,5
1288,restored,albizia_improved,albizia_improved,6,6
1289,restored,albizia_improved,albizia_improved,7,7
1290,restored,albizia_improved,albizia_improved,8,8
1291,restored,albizia_improved,albizia_improved,9,9
1292,restored,albizia_improved,albizia_improved,10,10
1293,restored,albizia_improved,albizia_improved,11,11
1294,restored,albizia_improved,albizia_improved,12,12
1295,restored,albizia_improved,albizia_improved,1,13
1296,restored,albizia_improved,albizia_improved,2,14
1297,restored,albizia_improved,albizia_improved,3,15
1298,restored,albizia_improved,albizia_improved,4,16
1299,restored,albizia_improved,albizia_improved,5,17
1300,restored,albizia_improved,albizia_improved,6,18
1301,restored,albizia_improved,albizia_improved,7,19
1302,restored,albizia_improved,albizia_improved,8,20
1303,restored,albizia_improved,albizia_improved,9,21
1304,restored,albizia_improved,albizia_improved,10,22
1305,restored,albizia_improved,albizia_improved,11,23
1306,restored,albizia_improved,albizia_improved,12,24
1307,restored,albizia_improved,albizia_improved,1,25
1308,restored,albizia_improved,albizia_improved,2,26
1309,restored,albizia_improved,albizia_improved,3,27
1310,restored,albizia_improved,albizia_improved,4,28
1311,restored,albizia_improved,albizia_improved,5,29
1312,restored,albizia_improved,albizia_improved,6,30
1313,restored,albizia_improved,albizia_improved,7,31
1314,restored,albizia_improved,albizia_improved,8,32
1315,restored,albizia_improved,albizia_improved,9,33
1316,restored,albizia_improved,albizia_improved,10,34
1317,restored,albizia_improved,albizia_improved,11,35
1318,restored,albizia_improved,albizia_improved,12,36
1319,restored,albizia_improved,albizia_improved,1,37
1320,restored,albizia_improved,albizia_improved,2,38
1321,restored,albizia_improved,albizia_improved,3,39
1322,restored,albizia_improved,albizia_improved,4,40
1323,restored,albizia_improved,albizia_improved,5,41
1324,restored,albizia_improved,albizia_improved,6,42
1325,restored,albizia_improved,albizia_improved,7,43
1326,restored,albizia_improved,albizia_improved,8,44
1327,restored,albizia_improved,albizia_improved,9,45
1328,restored,albizia_improved,albizia_improved,10,46
1329,restored,albizia_improved,albizia_improved,11,47
1330,restored,albizia_improved,albizia_improved,12,48
1331,restored,albizia_improved,albizia_improved,1,49
1332,restored,albizia_improved,albizia_improved,2,50
1333,restored,albizia_improved,albizia_improved,3,51
1334,restored,albizia_improved,albizia_improved,4,52
1335,restored,albizia_improved,albizia_improved,5,53
1336,restored,albizia_improved,albizia_improved,6,54
1337,restored,albizia_improved,albizia_improved,7,55
1338,restored,albizia_improved,albizia_improved,8,56
1339,restored,albizia_improved,albizia_improved,9,57
1340,restored,albizia_improved,albizia_improved,10,58
1341,restored,albizia_improved,albizia_improved,11,59
1342,restored,albizia_improved,albizia_improved,12,60
1343,restored,eucalyptus_current,restored,0,0
1344,restored,eucalyptus_current,eucalyptus_current,1,1
1345,restored,eucalyptus_current,eucalyptus_current,2,2
1346,restored,eucalyptus_current,eucalyptus_current,3,3
1347,restored,eucalyptus_current,eucalyptus_current,4,4
1348,restored,eucalyptus_current,eucalyptus_current,5,5
1349,restored,eucalyptus_current,eucalyptus_current,6,6
1350,restored,eucalyptus_current,eucalyptus_current,1,7
1351,restored,eucalyptus_current,eucalyptus_current,2,8
1352,restored,eucalyptus_current,eucalyptus_current,3,9
1353,restored,eucalyptus_current,eucalyptus_current,4,10
1354,restored,eucalyptus_current,eucalyptus_current,5,11
1355,restored,eucalyptus_current,eucalyptus_current,6,12
1356,restored,eucalyptus_current,eucalyptus_current,1,13
1357,restored,eucalyptus_current,eucalyptus_current,2,14
1358,restored,eucalyptus_current,eucalyptus_current,3,15
1359,restored,eucalyptus_current,eucalyptus_current,4,16
1360,restored,eucalyptus_current,eucalyptus_current,5,17
1361,restored,eucalyptus_current,eucalyptus_current,6,18
1362,restored,eucalyptus_current,eucalyptus_current,1,19
1363,restored,eucalyptus_current,eucalyptus_current,2,20
1364,restored,eucalyptus_current,eucalyptus_current,3,21
1365,restored,eucalyptus_current,eucalyptus_current,4,22
1366,restored,eucalyptus_current,eucalyptus_current,5,23
1367,restored,eucalyptus_current,eucalyptus_current,6,24
1368,restored,eucalyptus_current,eucalyptus_current,1,25
1369,restored,eucalyptus_current,eucalyptus_current,2,26
1370,restored,eucalyptus_current,eucalyptus_current,3,27
1371,restored,eucalyptus_current,eucalyptus_current,4,28
1372,restored,eucalyptus_current,eucalyptus_current,5,29
1373,restored,eucalyptus_current,eucalyptus_current,6,30
